,url,rated,time_class,time_control,start_time,game_time,played,rating,opponent,opponent_rating,result,info
159,https://www.chess.com/game/daily/134713712,True,daily,1/86400,2016-05-01 11:58:51,48988.0,black,1246,killertaker,1303,loss,resigned
160,https://www.chess.com/game/daily/134759962,False,daily,1/86400,2016-05-02 01:42:51,5925.0,black,1144,RadioActiveRabbit,1205,loss,resigned
161,https://www.chess.com/game/daily/134759540,False,daily,1/86400,2016-05-02 01:33:01,6651.0,white,1246,RadioActiveRabbit,1374,win,resigned
162,https://www.chess.com/game/daily/134479928,True,daily,1/259200,2016-04-28 01:21:57,427458.0,white,1241,dwinkel,1395,loss,checkmated
163,https://www.chess.com/game/daily/134754656,True,daily,1/86400,2016-05-01 23:24:01,97336.0,white,1249,db9farooq,1249,win,resigned
164,https://www.chess.com/game/daily/134814328,True,daily,1/86400,2016-05-02 05:19:34,76860.0,white,1244,RadioActiveRabbit,1389,loss,resigned
165,https://www.chess.com/game/daily/134550934,True,daily,1/259200,2016-04-29 01:57:32,350949.0,white,1249,marpon,1137,win,resigned
166,https://www.chess.com/game/daily/134882808,True,daily,1/86400,2016-05-03 03:25:24,20484.0,black,1242,hectoralva,1280,loss,checkmated
167,https://www.chess.com/game/daily/134417814,True,daily,1/86400,2016-04-27 04:05:10,538192.0,black,1244,Falcao77,1327,draw,insufficient
168,https://www.chess.com/game/daily/134713836,True,daily,1/86400,2016-05-01 12:02:37,165984.0,white,1236,Felixtobyd01,1230,loss,resigned
169,https://www.chess.com/game/daily/134752546,True,daily,1/86400,2016-05-01 22:48:52,136031.0,black,1244,Mired33,1264,win,resigned
170,https://www.chess.com/game/daily/134895566,True,daily,1/259200,2016-05-03 09:28:08,25620.0,white,1239,DnarBttE,1335,loss,checkmated
171,https://www.chess.com/game/daily/134893780,True,daily,1/86400,2016-05-03 08:31:52,68354.0,black,1246,Bandoneon,1240,win,resigned
172,https://www.chess.com/game/daily/134815468,True,daily,1/86400,2016-05-02 05:56:18,175670.0,black,1254,Juanescacs,1271,win,checkmated
173,https://www.chess.com/game/daily/134897290,True,daily,1/86400,2016-05-03 10:16:20,85124.0,white,1261,Felixtobyd01,1222,win,checkmated
174,https://www.chess.com/game/daily/134897200,True,daily,1/86400,2016-05-03 10:13:43,85715.0,black,1267,Felixtobyd01,1216,win,checkmated
175,https://www.chess.com/game/daily/134895560,True,daily,1/86400,2016-05-03 09:28:00,136329.0,white,1269,spyrter,898,win,timeout
176,https://www.chess.com/game/daily/134947174,True,daily,1/86400,2016-05-04 01:22:17,85117.0,black,1264,RadioActiveRabbit,1421,loss,resigned
177,https://www.chess.com/game/daily/135017164,True,daily,1/86400,2016-05-05 02:15:39,36483.0,white,1274,RadioActiveRabbit,1394,win,resigned
178,https://www.chess.com/game/daily/134897298,True,daily,1/86400,2016-05-03 10:16:31,181190.0,black,1280,Felixtobyd01,1210,win,resigned
179,https://www.chess.com/game/daily/134882830,True,daily,1/86400,2016-05-03 03:26:33,207301.0,white,1286,2SCHACHSPEIL1,1075,win,checkmated
180,https://www.chess.com/game/daily/134882058,True,daily,1/86400,2016-05-03 03:03:52,249676.0,white,1292,tnzlr,1242,win,timeout
181,https://www.chess.com/game/daily/135157670,True,daily,1/86400,2016-05-07 05:05:08,87904.0,white,1300,songwonpark,1197,win,timeout
182,https://www.chess.com/game/daily/135083526,True,daily,1/86400,2016-05-06 01:06:24,218899.0,white,1305,Felixtobyd01,1181,win,checkmated
183,https://www.chess.com/game/daily/135164212,True,daily,1/86400,2016-05-07 07:26:21,145032.0,white,1297,stina27,1268,loss,resigned
184,https://www.chess.com/game/daily/135037096,True,daily,1/86400,2016-05-05 11:23:52,304777.0,black,1176,fifofifo81,1161,win,checkmated
185,https://www.chess.com/game/daily/135280462,True,daily,1/86400,2016-05-09 02:30:49,76430.0,black,1292,RadioActiveRabbit,1398,loss,checkmated
186,https://www.chess.com/game/daily/135014020,True,daily,1/86400,2016-05-05 00:47:23,486296.0,white,1301,ll_crucifix,1381,win,resigned
187,https://www.chess.com/game/daily/135014760,True,daily,1/86400,2016-05-05 01:06:51,545608.0,black,1306,Felixtobyd01,1165,win,timeout
188,https://www.chess.com/game/daily/135277552,True,daily,1/86400,2016-05-09 01:14:41,199543.0,black,1306,Felixtobyd01,1119,win,timeout
189,https://www.chess.com/game/daily/135014028,True,daily,1/86400,2016-05-05 00:47:31,546792.0,white,1309,Felixtobyd01,1103,win,timeout
190,https://www.chess.com/game/daily/135422814,True,daily,1/86400,2016-05-11 00:34:51,89559.0,black,1317,RenaRL,1304,win,checkmated
191,https://www.chess.com/game/daily/135495050,True,daily,1/86400,2016-05-12 02:53:17,7952.0,white,1326,RadioActiveRabbit,1381,win,checkmated
192,https://www.chess.com/game/daily/135391326,True,daily,1/86400,2016-05-10 15:59:05,156297.0,black,1320,ll_crucifix,1391,loss,resigned
193,https://www.chess.com/game/daily/135449532,True,daily,1/86400,2016-05-11 12:31:17,86014.0,white,1322,RH60,1041,win,checkmated
194,https://www.chess.com/game/daily/135500328,True,daily,1/86400,2016-05-12 05:22:33,28771.0,black,1317,0uistiti,1461,loss,checkmated
195,https://www.chess.com/game/daily/135083514,True,daily,1/259200,2016-05-06 01:06:00,602902.0,white,1312,bosperty,1428,loss,resigned
